badge_number,full_name,title,unit,unit_description,first_name,middle_name,last_name
8787,"Holman, Jake L",Police Student Officer,C125F  ,Training - Field Training Squad,Jake,L,Holman
5128,"Holmes, Susan Lesley",Police Data Technician,C521A  ,Data Center - Day Shift,Susan,Lesley,Holmes
8181,"Hong, Daniel","Police Comm, Dispatcher Ii",C314K  ,Comm - 2Nd W (E) - Cc,Daniel,,Hong
6766,"Hope, Brian J",Police Officer,C125C  ,Training - Learning Management Sys~,Brian,J,Hope
8710,"Hopper Manole, Theodore C",Police Officer Probation,B113T  ,West Pct 3Rd W - K/Q Relief,Manole,Theodore C,Hopper
6863,"Hoppers, Jason M",Police Officer,B121T  ,North Pct 1St W - L/U Relief,Jason,M,Hoppers
7468,"Horning, Thomas P",Police Officer,A810X  ,Hr - Department Unavailable Person~,Thomas,P,Horning
6602,"Howard, April D",Police Officer,A810X  ,Hr - Department Unavailable Person~,April,D,Howard
8517,"Howard, Caleb J",Police Officer,B181A  ,Crg - Squad 81A,Caleb,J,Howard
5382,"Howard, Patricia A",Personnel Specialist,A820C  ,Hr - Personnel Records And Benefit~,Patricia,A,Howard
5255,"Howard, Robert A",Police Officer,A810X  ,Hr - Department Unavailable Person~,Robert,A,Howard
6187,"Huber, Jonathan M.",Police Officer,B712H  ,Gun Violence Reduction Squad B,Jonathan,M,Huber
6338,"Huber, Jonathon D",Police Officer,C125C  ,Training - Learning Management Sys~,Jonathon,D,Huber
7941,"Hudson, Jane M",Parking Enfor Officer,B637I  ,Parking Enforcement - P9 Squad,Jane,M,Hudson
5805,"Hudson, M C",Admin Staff Assistant,C010C  ,Budget & Finance Planning,M,C,Hudson
6237,"Hughes, Gretchen K",Police Sergeant,B123U  ,North Pct 3Rd W - Union,Gretchen,K,Hughes
8408,"Hughes, Nicholas L",Police Officer,A810X  ,Hr - Department Unavailable Person~,Nicholas,L,Hughes
6316,"Hughey, Benjamin C",Police Officer Detective,B712I  ,Gun Violence Reduction Squad C,Benjamin,C,Hughey
6299,"Hunt, Brian M",Police Sergeant,B123L  ,North Pct 3Rd W - Lincoln,Brian,M,Hunt
6828,"Hunt, Jennifer D",Police Officer,B113D  ,West Pct 3Rd W - David,Jennifer,D,Hunt
6222,"Huntington, Richard J",Police Officer Detective,B739A  ,Narc - Hidta Task Force - A,Richard,J,Huntington
5396,"Hurley, Linda J","Police Comm, Dispatcher Ii",C314Q  ,Comm - 3Rd W (E) - Cc,Linda,J,Hurley
5242,"Hurst, Samuel",Police Officer Detective,B752A  ,"Fraud, Forgery And Financial Explo~",Samuel,,Hurst
6489,"Hurst, Sauncy",Admin Staff Assistant,A611B  ,Legal - Public Disclosure Team,Sauncy,,Hurst
5929,"Huserik, Randall",Police Sergeant,A311O  ,Public Affairs,Randall,,Huserik
7488,"Huteson, Ryan Matthew",Police Officer,A810X  ,Hr - Department Unavailable Person~,Ryan,Matthew,Huteson
8279,"Hutton, Kate R",Strategic Advisor Ii,A210B  ,Emergency Mgmnt - Education And Ou~,Kate,R,Hutton
8019,"Huynh, Julie",Police Comm Dispatcher I,C314O  ,Comm - 3Rd W (C) - Cb,Julie,,Huynh
7724,"Hybak, Timothy C.",Police Officer,B232T  ,South Pct 2Nd W - R/S Relief,Timothy,C,Hybak
6337,"Hylton, Ronald Christ_Jr",Police Sergeant,B252A  ,Zold - Southwest Pct 2Nd W - South~,Ronald,Christ_Jr,Hylton
7566,"Hynes, Daniel J.",Police Officer Detective,C111A  ,Apr - Audit Detail,Daniel,J,Hynes
8552,"Hynes, Rose Anne",Police Officer,B122L  ,North Pct 2Nd W - Lincoln,Rose,Anne,Hynes
6620,"Hyra, Matthew H",Police Sergeant Detective,A810B  ,Hr - Background Investigations,Matthew,H,Hyra
8158,"Ibarra, Valerie",Police Comm Dispatcher I,C314A  ,Comm - 1St W (A) - Ca,Valerie,,Ibarra
6945,"Ikei, Dean B",Police Sergeant,A111A  ,Opa - Investigations - Team A,Dean,B,Ikei
7292,"Immerwahr, Lisa M",Victim Advocate,B721V  ,Dv - Vst (Victim Support Team),Lisa,M,Immerwahr
8235,"Inaba, Christopher M",Community Service Officer Supervisor,A311J  ,Community Service Office - Squad A,Christopher,M,Inaba
6414,"Inouye, Marcus D",Police Officer,B123N  ,North Pct 3Rd W - Nora,Marcus,D,Inouye
5860,"Ishimitsu, Roger E",Police Officer Detective,B722C  ,Sau - Sex Offender Detail,Roger,E,Ishimitsu
7029,"Israel, Gina",Strategic Advisor Ii,A311O  ,Public Affairs,Gina,,Israel
8482,"Ivanov, Ilya V",Police Officer,B233R  ,South Pct 3Rd W - Robert,Ilya,V,Ivanov
8771,"Izzo, Robert G",Police Student Officer,C125F  ,Training - Field Training Squad,Robert,G,Izzo
8159,"Jackson, Justin","Police Comm, Dispatcher Ii",C314D  ,Comm - 1St W (D) - Cb,Justin,,Jackson
8283,"Jackson, Lance M",Police Data Technician,C521A  ,Data Center - Day Shift,Lance,M,Jackson
5491,"Jackson, Lawrence B_Jr",Police Officer,B121L  ,North Pct 1St W - Lincoln,Lawrence,B_Jr,Jackson
7887,"Jackson, Monica D",Executive Assistant,B000Y  ,Deputy Chief Operations - Administ~,Monica,D,Jackson
8131,"Jackson, Nathan R",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Nathan,R,Jackson
5029,"Jakobsen, Todd O",Police Officer Detective,B752T  ,Major Crimes Task Force,Todd,O,Jakobsen
6627,"James, Brandon E",Police Sergeant Detective,B781I  ,Icac - Internet Crimes Against Chi~,Brandon,E,James
7684,"James, Christopher W",Police Officer,B243G  ,East Pct 3Rd W - George,Christopher,W,James
8025,"James, Victoria L",Admin Specialist I,C125Y  ,Training - Field Training Squad - ~,Victoria,L,James
5930,"Jamieson, Mark A",Police Officer,B121T  ,North Pct 1St W - L/U Relief,Mark,A,Jamieson
5021,"Jandoc, Steven M",Police Sergeant Detective,B712I  ,Gun Violence Reduction Squad C,Steven,M,Jandoc
6818,"Janes, Thomas Jr",Police Sergeant Detective,B713A  ,Inv Supp - Investigations Squad,Thomas,Jr,Janes
7917,"Jardine, Sheryl L",Manager Ii,C504   ,Grants & Contracts Unit,Sheryl,L,Jardine
7765,"Jared, Willard L",Police Officer,B113Q  ,West Pct 3Rd W - Queen,Willard,L,Jared
7818,"Jarvis, Marcia A","Evidence Warehouser, Chief",B762C  ,Evidence Warehouse - Squad C,Marcia,A,Jarvis
8694,"Jay, Tanner R",Police Officer,B113D  ,West Pct 3Rd W - David,Tanner,R,Jay
5630,"Jenkins, Alexander",Police Officer,B251T  ,Southwest Pct 1St W - F/W Relief,Alexander,,Jenkins
6882,"Jenkins, David C",Police Officer,B251F  ,Southwest Pct 1St W - Frank,David,C,Jenkins
7865,"Jenkins, Monica R.",Parking Enfor Officer,B637H  ,Parking Enforcement - P8 Squad,Monica,R,Jenkins
5850,"Jenkins, Sean L",Police Officer,B232S  ,South Pct 2Nd W - Sam,Sean,L,Jenkins
8093,"Jensen, Amy J",Police Comm Dispatcher I,C314K  ,Comm - 2Nd W (E) - Cc,Amy,J,Jensen
6256,"Jensen, Ernest W_Iv",Police Officer,B621A  ,Swat - Day Squad 1,Ernest,W_Iv,Jensen
7473,"Jerome, Nathan A",Police Officer,B123V  ,North Pct 3Rd W - B/N Relief,Nathan,A,Jerome
7372,"Jewett, Lindsey M.","Police Comm, Dispatcher Ii",C314Q  ,Comm - 3Rd W (E) - Cc,Lindsey,M,Jewett
8161,"Jiang, Jenny","Accountant, Sr",C501B  ,Fiscal - Squad B,Jenny,,Jiang
8659,"Jimenez, Jose E",Police Officer,B242T  ,East Pct 2Nd W - E/G Relief,Jose,E,Jimenez
7261,"Johns, Angelita Crisanto",Accounting Technician Iii,C501A  ,Fiscal - Squad A,Angelita,Crisanto,Johns
8353,"Johns, Jack",Police Officer,B181C  ,Crg - Squad 81C,Jack,,Johns
6732,"Johnson, Aaron P",Police Officer,B181E  ,Crg - Squad 81E,Aaron,P,Johnson
5541,"Johnson, Bradley Z",Police Officer,C125F  ,Training - Field Training Squad,Bradley,Z,Johnson
6706,"Johnson, Christopher R",Police Lieutenant,B253   ,Southwest Pct 3Rd W,Christopher,R,Johnson
8179,"Johnson, Daniel","Police Comm, Dispatcher Ii",C314K  ,Comm - 2Nd W (E) - Cc,Daniel,,Johnson
7754,"Johnson, Jacob L",Police Officer,B112T  ,West Pct 2Nd W - K/Q Relief,Jacob,L,Johnson
7330,"Johnson, Kathy L",Identification Technician,B763H  ,Tenprint - Swing Shift,Kathy,L,Johnson
7635,"Johnson, Lorisa N.",Police Officer,B232S  ,South Pct 2Nd W - Sam,Lorisa,N,Johnson
7911,"Johnson, Madeline A",Admin Specialist Ii,C120Y  ,Training And Education Section - A~,Madeline,A,Johnson
5249,"Johnson, Russell S",Police Officer,B113M  ,West Pct 3Rd W - Mary,Russell,S,Johnson
7614,"Johnson, Troy M",Police Officer,B232O  ,South Pct 2Nd W - Ocean,Troy,M,Johnson
5653,"Johnson, Wayne A",Police Officer,B232S  ,South Pct 2Nd W - Sam,Wayne,A,Johnson
5453,"Jokela, Randall A",Police Officer,B112A  ,West Pct 2Nd W - David Beats,Randall,A,Jokela
8585,"Jones, Abigail G",Police Officer,A810X  ,Hr - Department Unavailable Person~,Abigail,G,Jones
7667,"Jones, Buckley D",Police Officer,B181B  ,Crg - Squad 81B,Buckley,D,Jones
7359,"Jones, Carrie A.",Strategic Advisor Iii,C010B  ,Budget And Finance Analysts,Carrie,A,Jones
6115,"Jones, Dain M",Police Sergeant,B112V  ,West Pct 2Nd W - D/M Relief,Dain,M,Jones
8772,"Jones, David J",Police Student Officer,C125F  ,Training - Field Training Squad,David,J,Jones
6763,"Jones, Donald M",Police Sergeant,B231R  ,South Pct 1St W - Robert,Donald,M,Jones
8225,"Jones, Janeth",Police Comm Dispatcher I,C314E  ,Comm - 1St W (E) - Cc,Janeth,,Jones
6417,"Jones, Kevin C",Police Sergeant,B233R  ,South Pct 3Rd W - Robert,Kevin,C,Jones
6294,"Jones, Kevin M",Acting Police Officer Detective,B762F  ,Evidence - Firearms Specialist Det~,Kevin,M,Jones
8799,"Jones, Marcus L",Police Student Officer,C125F  ,Training - Field Training Squad,Marcus,L,Jones
8190,"Jones, Shelly L",Police Data Technician,C521B  ,Data Center - Swing Shift,Shelly,L,Jones
6935,"Jones, Timothy P",Police Officer,B233V  ,South Pct 3Rd W - Ocean Relief,Timothy,P,Jones
6903,"Jones, Wade J",Police Officer,B712I  ,Gun Violence Reduction Squad C,Wade,J,Jones
6156,"Jongma, Michael J",Police Officer,B251W  ,Southwest Pct 1St W - William,Michael,J,Jongma
7234,"Jordan, Sean P",Photographic Services Supervisor,B761P  ,Photo Lab,Sean,P,Jordan
8395,"Jordon, Travis D",Police Officer,B243W  ,East Pct 3Rd W - Charlie Relief,Travis,D,Jordon
6122,"Jorgensen, Douglas L",Police Officer,B251W  ,Southwest Pct 1St W - William,Douglas,L,Jorgensen
7276,"Joseph, Charlotte",Communications Dispatcher Supervisor,C314L  ,Comm - 2Nd W (F) - Cc,Charlotte,,Joseph
8409,"Joy, Andrew C",Police Officer,B182B  ,Crg - Squad 82B,Andrew,C,Joy
8628,"Juarez, Eli S",Police Officer,B233S  ,South Pct 3Rd W - Sam,Eli,S,Juarez
6840,"Kallis, John P",Police Officer,B112S  ,West Pct 2Nd W - Special Beats,John,P,Kallis
8326,"Kalmes, Peter J",Police Officer,A810X  ,Hr - Department Unavailable Person~,Peter,J,Kalmes
5990,"Kamalu, Aaron W",Acting Police Officer Detective,A312S  ,Executive Protection Detail,Aaron,W,Kamalu
5706,"Kambhiranond, Nitaya","Accountant, Principal",C501A  ,Fiscal - Squad A,Nitaya,,Kambhiranond
8113,"Kammerzell, Stephanie M","Police Comm, Dispatcher Ii",C314E  ,Comm - 1St W (E) - Cc,Stephanie,M,Kammerzell
6022,"Kane, Micheline K",Police Officer,B123W  ,North Pct 3Rd W - John Relief,Micheline,K,Kane
7759,"Kang, Hudson J",Police Officer,B112V  ,West Pct 2Nd W - D/M Relief,Hudson,J,Kang
7774,"Kang, Kailey M",Police Officer Detective,B721A  ,Dv Squad A - Investigations,Kailey,M,Kang
7336,"Karrasch, Katherine A",Parking Enfor Officer,B637G  ,Parking Enforcement - P7 Squad,Katherine,A,Karrasch
7463,"Kartes, Nicholas R.",Police Officer Detective,B752B  ,Auto Theft,Nicholas,R,Kartes
5825,"Kasner, Jason",Police Officer Detective,B711C  ,Homicide Squad C,Jason,,Kasner
7038,"Kasube, Jason K","Parking Enfor Officer, Spvsr",B637F  ,Parking Enforcement - P6 Squad,Jason,K,Kasube
5804,"Kauhane, Stephen R",Police Officer,B241T  ,East Pct 1St W - E/G Relief (Charl~,Stephen,R,Kauhane
8733,"Kaukula, James C",Police Officer Probation,B123L  ,North Pct 3Rd W - Lincoln,James,C,Kaukula
8029,"Kauper, Gregory G",Strategic Advisor Ii,C050A  ,Data Analytics Support,Gregory,G,Kauper
4825,"Kawahara, Scott K",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Scott,K,Kawahara
7327,"Kayo, James",Parking Enfor Officer,B637L  ,Parking Enforcement - P12 Squad,James,,Kayo
6298,"Keating, Aaron P",Police Sergeant Detective,B626A  ,Arson/Bomb - Squad A,Aaron,P,Keating
7594,"Keating, Tyler S.",Police Officer,B181C  ,Crg - Squad 81C,Tyler,S,Keating
5164,"Kebba, Michael T",Police Lieutenant,B711   ,Homicide And Assault Unit,Michael,T,Kebba
6822,"Keith, Ryan F",Police Officer,B511S  ,Hls - Special Event Planning/Spoc ~,Ryan,F,Keith
7732,"Kellett, James M.",Police Officer,B182E  ,Crg - Squad 82E,James,M,Kellett
6718,"Kelley, Christopher A",Police Sergeant,B511S  ,Hls - Special Event Planning/Spoc ~,Christopher,A,Kelley
6662,"Kelley, Vernon D",Police Officer,B122W  ,North Pct 2Nd W - John Relief,Vernon,D,Kelley
6858,"Kelly, Benjamin L",Police Officer,B233S  ,South Pct 3Rd W - Sam,Benjamin,L,Kelly
7570,"Kelly, Britt A",Police Officer Detective,C171A  ,Force Investigations Squad,Britt,A,Kelly
5669,"Kelly, James P",Police Lieutenant,B732   ,Narc - General Investigations Unit,James,P,Kelly
8576,"Kelly, Stephen G",Police Officer,B112Q  ,West Pct 2Nd W - Queen,Stephen,G,Kelly
7555,"Kennard, Ryan M",Police Sergeant,B243W  ,East Pct 3Rd W - Charlie Relief,Ryan,M,Kennard
7132,"Kennedy, Brian J",Admin Staff Analyst,C010A  ,Budget And Finance Administration,Brian,J,Kennedy
6768,"Kennedy, Bryan J",Police Officer,B122B  ,North Pct 2Nd W - Boy,Bryan,J,Kennedy
7725,"Kennedy, Elizabeth J.",Police Officer Detective,C171A  ,Force Investigations Squad,Elizabeth,J,Kennedy
8734,"Kennedy, Jonathan R",Police Officer Probation,B233T  ,South Pct 3Rd W - R/S Relief,Jonathan,R,Kennedy
8050,"Kenning, Sara J","Police Comm, Dispatcher Ii",C314N  ,Comm - 3Rd W (B) - Ca,Sara,J,Kenning
8445,"Kerby, Matthew",Police Officer,B123W  ,North Pct 3Rd W - John Relief,Matthew,,Kerby
8742,"Khandzhayan, Albert",Police Officer Probation,B242E  ,East Pct 2Nd W - Edward,Albert,,Khandzhayan
5837,"Kibbee, Todd A",Police Captain,B230   ,South Pct,Todd,A,Kibbee
5231,"Kiefer, Cheryl L",Police Communications Analyst,C311A  ,Comm - Analysts,Cheryl,L,Kiefer
6904,"Kiehn, Jonathan R",Police Officer,B122W  ,North Pct 2Nd W - John Relief,Jonathan,R,Kiehn
8014,"Kikuta, Beverly M",Admin Specialist Iii,C180Y  ,Force Review Section - Administrat~,Beverly,M,Kikuta
7642,"Kilcup, Eric D",Acting Police Sergeant,B121B  ,North Pct 1St W - Boy (John),Eric,D,Kilcup
6263,"Kilstrom-Williamson, K L",Police Comm Dispatcher I,C314L  ,Comm - 2Nd W (F) - Cc,K,L,Kilstrom-Williamson
8460,"Kim, David J",Police Officer,B181C  ,Crg - Squad 81C,David,J,Kim
6057,"Kim, Dorothy Kurtz",Acting Police Lieutenant,B252   ,Southwest Pct 2Nd W,Dorothy,Kurtz,Kim
7934,"Kim, Hyung K",Police Officer,B252T  ,Southwest Pct 2Nd W - F/W Relief,Hyung,K,Kim
6050,"Kim, James Hyungjin_Jr",Police Sergeant,C121A  ,Training - Advanced - Squad A,James,Hyungjin_Jr,Kim
8282,"Kim, Nellie H",Police Comm Dispatcher I,C314L  ,Comm - 2Nd W (F) - Cc,Nellie,H,Kim
8683,"Kim, Sung Yoon",Police Officer,B112T  ,West Pct 2Nd W - K/Q Relief,Sung,Yoon,Kim
8500,"Kim, Younghun G",Police Officer,B112D  ,West Pct 2Nd W - David,Younghun,G,Kim
8127,"King, Britnee",Parking Enfor Officer,B637J  ,Parking Enforcement - P10 Squad,Britnee,,King
8556,"King, Nicholas D",Police Officer,B111D  ,West Pct 1St W - D/M (Late),Nicholas,D,King
8507,"King, Ryan C",Police Officer,A810X  ,Hr - Department Unavailable Person~,Ryan,C,King
5302,"Kinner, Gary M",Acting Police Sergeant Detective,B732A  ,Narc - General Investigations - Ad~,Gary,M,Kinner
8250,"Kiovsky, Oliver R",Police Comm Dispatcher I,C314Q  ,Comm - 3Rd W (E) - Cc,Oliver,R,Kiovsky
8051,"Kirko, Thomas C",Police Comm Dispatcher I,C314C  ,Comm - 1St W (C) - Cb,Thomas,C,Kirko
6111,"Kizzier, Kyle D",Police Officer Detective,C125C  ,Training - Learning Management Sys~,Kyle,D,Kizzier
8452,"Klatt, Walter H",Police Officer,B242C  ,East Pct 2Nd W - Charlie,Walter,H,Klatt
7435,"Knapp, Stephen E",Police Officer,B731C  ,Narc - Proactive Squad C,Stephen,E,Knapp
7397,"Knick, Jen",Communications Dispatcher Supervisor,A810X  ,Hr - Department Unavailable Person~,Jen,,Knick
8577,"Knight, Joshua P",Police Officer,B112V  ,West Pct 2Nd W - D/M Relief,Joshua,P,Knight
7571,"Knoblauch, Justin A",Police Officer,B121T  ,North Pct 1St W - L/U Relief,Justin,A,Knoblauch
6104,"Knox, Kurt E",Police Officer,A810X  ,Hr - Department Unavailable Person~,Kurt,E,Knox
7787,"Knox, Kyle L",Police Officer,A312O  ,Navigation Team - Squad B,Kyle,L,Knox
6195,"Kohn, William Thomas_Jr",Police Officer,A810X  ,Hr - Department Unavailable Person~,William,Thomas_Jr,Kohn
6851,"Kokesh, Brian M",Police Sergeant,C125F  ,Training - Field Training Squad,Brian,M,Kokesh
7452,"Korieo, Dorian D",Police Officer,A311A  ,Community Outreach - Outreach Squa~,Dorian,D,Korieo
8764,"Kosiba, Collin M",Police Recruit,A810X  ,Hr - Department Unavailable Person~,Collin,M,Kosiba
6086,"Kowalchyk, Joseph G",Police Officer,A810X  ,Hr - Department Unavailable Person~,Joseph,G,Kowalchyk
8717,"Kozel, Deanna",Police Officer Probation,B113K  ,West Pct 3Rd W - King,Deanna,,Kozel
8613,"Kral, Andrew R",Police Officer,B113V  ,West Pct 3Rd W - D/M Relief,Andrew,R,Kral
5290,"Kraus, Brian J",Police Sergeant,B182E  ,Crg - Squad 82E,Brian,J,Kraus
7089,"Krause, Brenda Jo",Police Comm Dispatcher I,C314H  ,Comm - 2Nd W (B) - Ca,Brenda,Jo,Krause
6983,"Krise, Bradley M",Police Officer,B621B  ,Swat - Day Squad 2,Bradley,M,Krise
7051,"Kruger, Vonja Ann",Admin Specialist Ii,C125C  ,Training - Learning Management Sys~,Vonja,Ann,Kruger
7062,"Kubie, Kim Marie",Executive Assistant,A300Y  ,Collaborative Policing Bureau - Ad~,Kim,Marie,Kubie
8473,"Kurz, Spencer M",Police Officer,B242W  ,East Pct 2Nd W - Charlie Relief,Spencer,M,Kurz
5785,"Kyburz, Randy G",Police Officer Detective,B781I  ,Icac - Internet Crimes Against Chi~,Randy,G,Kyburz
8076,"Labit, Alexa R",Police Officer Probation,B121B  ,North Pct 1St W - Boy (John),Alexa,R,Labit
6439,"Lachman, Robinson Patton",Equipment & Facilities Coordinator,C502A  ,Quartermaster Squad,Robinson,Patton,Lachman
7825,"Lackner, Angela N",Parking Enfor Officer,B637M  ,Parking Enforcement - P13 Squad,Angela,N,Lackner
8398,"Laclaire, Aimee R",Police Officer,B242C  ,East Pct 2Nd W - Charlie,Aimee,R,Laclaire
8461,"Ladd, Gabriel T",Police Officer,B182B  ,Crg - Squad 82B,Gabriel,T,Ladd
7606,"Laina, Alan Jr",Police Officer,A312N  ,Navigation Team - Squad A,Alan,Jr,Laina
8758,"Lakin, Macaully C",Police Student Officer,C125F  ,Training - Field Training Squad,Macaully,C,Lakin
7882,"Lalor, Diane J",Admin Staff Analyst,B510Y  ,Homeland Security Section - Admini~,Diane,J,Lalor
5553,"Lalor, Sonja T",Executive Assistant,C100Y  ,Professional Standards Bureau - Ad~,Sonja,T,Lalor
8614,"Lam, Alexander M",Police Officer,B231T  ,South Pct 1St W - R/S Relief,Alexander,M,Lam
4767,"Lam, Joe L",Police Sergeant,B732A  ,Narc - General Investigations - Ad~,Joe,L,Lam
8618,"Lambert, Aaron M",Police Officer,B231S  ,South Pct 1St W - Sam,Aaron,M,Lambert
5784,"Lamp, John R",Police Sergeant Detective,B731C  ,Narc - Proactive Squad C,John,R,Lamp
6278,"Lancaster, Michael R",Police Officer Detective,B712R  ,Robbery Squad A,Michael,R,Lancaster
7239,"Lancia, Douglas R","Parking Enfor Officer, Spvsr",B637J  ,Parking Enforcement - P10 Squad,Douglas,R,Lancia
7931,"Landskov, Faye A","Planning & Development Specialist, Sr",C504A  ,Grants & Contracts Squad,Faye,A,Landskov
8743,"Lane, Sean M",Police Officer Probation,B243E  ,East Pct 3Rd W - Edward,Sean,M,Lane
6668,"Lang, Chriseley J",Police Sergeant,B112K  ,West Pct 2Nd W - King,Chriseley,J,Lang
8495,"Lang, Tadeo P",Police Officer,A810X  ,Hr - Department Unavailable Person~,Tadeo,P,Lang
5874,"Langford, Tanya K",Admin Support Supervisor,C512   ,Public Requests Unit,Tanya,K,Langford
6353,"Lanz, Michael P",Police Officer,B111D  ,West Pct 1St W - D/M (Late),Michael,P,Lanz
7786,"Lapierre, Scott C",Police Officer,B182A  ,Crg - Squad 82A,Scott,C,Lapierre
7577,"Lapinsky, Corey D",Police Officer Detective,C171A  ,Force Investigations Squad,Corey,D,Lapinsky
8806,"Lara, Christian J",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Christian,J,Lara
8101,"Lara, Gloria",Strategic Advisor Ii,C040A  ,Data Driven Analysts,Gloria,,Lara
7281,"Larm, Douglas",Strategic Advisor Ii,B713E  ,Inv Supp - Fusion Center Analysts,Douglas,,Larm
6955,"Larned, Michael A",Police Officer,A810C  ,Hr - Employee Safety,Michael,A,Larned
8610,"Larson, Erik L",Police Officer,B123U  ,North Pct 3Rd W - Union,Erik,L,Larson
8800,"Lasko, Taylor A",Police Student Officer,C125F  ,Training - Field Training Squad,Taylor,A,Lasko
8008,"Lasswell, Anne E","Police Comm, Dispatcher Ii",C313A  ,Comm - Training Detail,Anne,E,Lasswell
8117,"Lasswell, N Lori",Police Comm Dispatcher I,C314C  ,Comm - 1St W (C) - Cb,N,Lori,Lasswell
8089,"Lastimado, Candice Dk",Parking Enfor Officer,B637M  ,Parking Enforcement - P13 Squad,Candice,Dk,Lastimado
7381,"Lastimado, Dana E",Parking Enfor Officer,B637K  ,Parking Enforcement - P11 Squad,Dana,E,Lastimado
6218,"Lauer, Dana N",Police Officer Detective,B711A  ,Homicide Squad A,Dana,N,Lauer
8788,"Laumbattus, Eric J",Police Student Officer,C125F  ,Training - Field Training Squad,Eric,J,Laumbattus
8647,"Laumbattus, Lauren K",Police Officer,B113V  ,West Pct 3Rd W - D/M Relief,Lauren,K,Laumbattus
6893,"Lazarou, Pete B",Police Officer Detective,B731A  ,Narc - Proactive Squad A,Pete,B,Lazarou
4927,"Le Blanc, Mike L",Police Officer,B122U  ,North Pct 2Nd W - Union,Blanc,Mike L,Le
4886,"Leavell, Ronald P",Police Captain,B760   ,Forensics Section,Ronald,P,Leavell
7039,"Leavitt, Grant D",Police Officer,A810X  ,Hr - Department Unavailable Person~,Grant,D,Leavitt
8627,"Lebron, Felicia M",Police Officer,B123V  ,North Pct 3Rd W - B/N Relief,Felicia,M,Lebron
8423,"Lecompte, Matthew P",Police Officer,A312O  ,Navigation Team - Squad B,Matthew,P,Lecompte
5299,"Ledbetter, Donald R",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Donald,R,Ledbetter
8735,"Ledgerwood, Jake N",Police Officer Probation,A810X  ,Hr - Department Unavailable Person~,Jake,N,Ledgerwood
6984,"Lednicky, Forrest E",Police Officer,B621A  ,Swat - Day Squad 1,Forrest,E,Lednicky
7109,"Lee, Dexter Chua",Parking Enfor Officer,B637D  ,Parking Enforcement - P4 Squad,Dexter,Chua,Lee
7530,"Lee, Enoch Y",Police Officer,B123B  ,North Pct 3Rd W - Boy,Enoch,Y,Lee
8011,"Lee, Ivan W",Strategic Advisor Ii,A210A  ,Emergency Management - Coordinator~,Ivan,W,Lee
6612,"Lee, James J.",Police Sergeant,B122N  ,North Pct 2Nd W - Nora,James,J,Lee
8597,"Lee, Jason J",Police Officer,B243E  ,East Pct 3Rd W - Edward,Jason,J,Lee
7599,"Lee, Jason P.",Police Officer,B233S  ,South Pct 3Rd W - Sam,Jason,P,Lee
8718,"Lee, Jin S",Police Officer Probation,B111K  ,West Pct 1St W - K/Q (Early),Jin,S,Lee
6380,"Lee, Pablo D",Police Officer,B111D  ,West Pct 1St W - D/M (Late),Pablo,D,Lee
7595,"Lee, Thomas J.",Police Officer,B241G  ,East Pct 1St W - George (Charlie),Thomas,J,Lee
8624,"Lee, Vontrail L",Police Officer,B111K  ,West Pct 1St W - K/Q (Early),Vontrail,L,Lee
6231,"Legaspi, Jonard A",Police Officer,C121E  ,Training - Advanced - Squad C,Jonard,A,Legaspi
8385,"Legg, Brandon G",Police Officer,B181B  ,Crg - Squad 81B,Brandon,G,Legg
7456,"Lemberg, Nathan A",Police Officer,B122W  ,North Pct 2Nd W - John Relief,Nathan,A,Lemberg
8702,"Lentz, Matthew J",Police Officer Probation,B123V  ,North Pct 3Rd W - B/N Relief,Matthew,J,Lentz
6705,"Leonard, Steven J",Police Officer Detective,A810B  ,Hr - Background Investigations,Steven,J,Leonard
7353,"Lesser, Monica S.",Identification Data Specialist,A810X  ,Hr - Department Unavailable Person~,Monica,S,Lesser
6628,"Letizia, Michele G",Police Officer,B243C  ,East Pct 3Rd W - Charlie,Michele,G,Letizia
4760,"Leung, Paul",Police Lieutenant,B249   ,East Pct Ops,Paul,,Leung
8271,"Levelle, Elizabeth",Police Comm Dispatcher I,C314O  ,Comm - 3Rd W (C) - Cb,Elizabeth,,Levelle
6929,"Levens, Ryan G",Police Sergeant,B112M  ,West Pct 2Nd W - Mary,Ryan,G,Levens
8246,"Levering, Kyle",Police Data Technician,C521B  ,Data Center - Swing Shift,Kyle,,Levering
8378,"Lewis, Donavan K",Police Officer,B242W  ,East Pct 2Nd W - Charlie Relief,Donavan,K,Lewis
5278,"Lewitt, John M",Police Officer Detective,B626B  ,Arson/Bomb - Squad B,John,M,Lewitt
5973,"Libby, Aaron S","Police Comm, Dispatcher Ii",C314H  ,Comm - 2Nd W (B) - Ca,Aaron,S,Libby
6788,"Lilje, Matthew J",Acting Police Officer Detective,B712I  ,Gun Violence Reduction Squad C,Matthew,J,Lilje
8512,"Lim, Davidson",Police Officer,B111D  ,West Pct 1St W - D/M (Late),Davidson,,Lim
6685,"Lim, Ponha C",Police Officer Detective,B752B  ,Auto Theft,Ponha,C,Lim
7760,"Lima, Richard A_Ii",Police Officer,B122J  ,North Pct 2Nd W - John,Richard,A_Ii,Lima
